case_id,split_source,case_dir,t1n_path,has_t1n,shape_t1n,spacing_t1n,affine_hash_t1n,t1c_path,has_t1c,shape_t1c,spacing_t1c,affine_hash_t1c,t2w_path,has_t2w,shape_t2w,spacing_t2w,affine_hash_t2w,t2f_path,has_t2f,shape_t2f,spacing_t2f,affine_hash_t2f,raw_seg_path,has_seg,shape_seg,spacing_seg,affine_hash_seg,image_dtypes,label_dtype,labels_present,has_nan_or_inf,image_nan_inf_check,basic_qc_pass,basic_qc_reason,effective_seg_path,label_source,has_corrected_label,has_illegal_label_after_overlay,illegal_label_values_after_overlay,final_qc_pass,final_qc_reason,labels_present_after_overlay
BraTS-MET-01077-003,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-t1n.nii.gz,True,256x256x130,"1,1,1.2",477a2f68ac71a999,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-t1c.nii.gz,True,256x256x130,"1,1,1.2",477a2f68ac71a999,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-t2w.nii.gz,True,256x256x130,"1,1,1.2",477a2f68ac71a999,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-t2f.nii.gz,True,256x256x130,"1,1,1.2",477a2f68ac71a999,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-seg.nii.gz,True,256x256x130,"1,1,1.2",d6afff4c2083d566,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01077-003/BraTS-MET-01077-003-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01078-000,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-t1n.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-t1c.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-t2w.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-t2f.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-seg.nii.gz,True,512x512x192,"0.5,0.5,1",370b10c3f47c2fae,int16,uint16,0;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-000/BraTS-MET-01078-000-seg.nii.gz,raw,False,False,,True,pass,0;2;3
BraTS-MET-01078-001,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-t1n.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-t1c.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-t2w.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-t2f.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-seg.nii.gz,True,512x512x192,"0.5,0.5,1",370b10c3f47c2fae,int16,uint16,0;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-001/BraTS-MET-01078-001-seg.nii.gz,raw,False,False,,True,pass,0;3
BraTS-MET-01078-003,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-t1n.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-t1c.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-t2w.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-t2f.nii.gz,True,512x512x192,"0.5,0.5,1",4a01170d1713c8e1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-seg.nii.gz,True,512x512x192,"0.5,0.5,1",370b10c3f47c2fae,int16,uint16,0,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01078-003/BraTS-MET-01078-003-seg.nii.gz,raw,False,False,,True,pass,0
BraTS-MET-01079-000,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-t1n.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-t1c.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-t2w.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-t2f.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-seg.nii.gz,True,512x512x176,"0.4688,0.4688,1",d7d055f49258488b,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-000/BraTS-MET-01079-000-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01079-001,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-t1n.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-t1c.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-t2w.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-t2f.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-seg.nii.gz,True,512x512x176,"0.4688,0.4688,1",d7d055f49258488b,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-001/BraTS-MET-01079-001-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01079-002,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-t1n.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-t1c.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-t2w.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-t2f.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-seg.nii.gz,True,512x512x176,"0.4688,0.4688,1",d7d055f49258488b,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-002/BraTS-MET-01079-002-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01079-003,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-t1n.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-t1c.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-t2w.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-t2f.nii.gz,True,512x512x176,"0.4688,0.4688,1",df8cc09f565a25c1,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-seg.nii.gz,True,512x512x176,"0.4688,0.4688,1",d7d055f49258488b,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01079-003/BraTS-MET-01079-003-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01080-000,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-t1n.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-t1c.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-t2w.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-t2f.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-seg.nii.gz,True,512x512x184,"0.5,0.5,1",2eb2c573e8e4846f,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-000/BraTS-MET-01080-000-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01080-001,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-t1n.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-t1c.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-t2w.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-t2f.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-seg.nii.gz,True,512x512x184,"0.5,0.5,1",2eb2c573e8e4846f,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-001/BraTS-MET-01080-001-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01080-002,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-t1n.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-t1c.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-t2w.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-t2f.nii.gz,True,512x512x184,"0.5,0.5,1",a7f9ad4d63480667,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-seg.nii.gz,True,512x512x184,"0.5,0.5,1",2eb2c573e8e4846f,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01080-002/BraTS-MET-01080-002-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01082-000,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-t1n.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-t1c.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-t2w.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-t2f.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-seg.nii.gz,True,512x512x392,"0.5,0.5,0.5",d0c236d66684eac4,int16,uint16,0;1;2;3,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-000/BraTS-MET-01082-000-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3
BraTS-MET-01082-002,train_ucsd,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-t1n.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-t1c.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-t2w.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-t2f.nii.gz,True,512x512x392,"0.5,0.5,0.5",848f89c79c2db580,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-seg.nii.gz,True,512x512x392,"0.5,0.5,0.5",d0c236d66684eac4,int16,uint16,0;1;2;3;4,False,deferred_full_volume_io_36GB,False,affine_hash_mismatch,/Users/hwaigc/比赛+课题/ECNU-NYU2026/2026的task1以及数据/MICCAI-LH-BraTS2025-MET-Challenge-Training/UCSD - Training/BraTS-MET-01082-002/BraTS-MET-01082-002-seg.nii.gz,raw,False,False,,True,pass,0;1;2;3;4
