review_order,review_batch,source_case_id,mandatory_reasons,has_rc,tiny_count,small_count,large_count,min_tumour_ssim,mean_support_ssim,artifact_flags,montage_path,manual_decision,risk_accepted,risk_code,manual_observation
85,8,BraTS-MET-00699-000,large,False,0,0,1,0.33158788338460665,0.0800991884885006,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00699-000.png,,,,
86,8,BraTS-MET-00532-000,large,False,0,0,1,0.40706617018995894,0.07043997509012336,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00532-000.png,,,,
87,8,BraTS-MET-01180-000,large,False,0,0,1,0.41622611443060975,0.08058862821933552,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01180-000.png,,,,
88,8,BraTS-MET-00161-000,large,False,0,0,1,0.4642310835195843,0.07104325641156484,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00161-000.png,,,,
89,8,BraTS-MET-00791-000,large,False,0,0,1,0.48846795304500884,0.07692063489646639,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00791-000.png,,,,
90,8,BraTS-MET-01276-001,large,False,0,0,1,0.49730958729644936,0.07537827397830893,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01276-001.png,,,,
91,8,BraTS-MET-00098-000,large,False,0,0,1,0.5008088022779221,0.08142841850258359,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-00098-000.png,,,,
92,8,BraTS-MET-01096-002,large,False,0,0,1,0.5286325274869657,0.08570899263701133,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01096-002.png,,,,
93,8,BraTS-MET-01117-001,large,False,0,0,1,0.5373664830699934,0.11232931317451827,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01117-001.png,,,,
94,8,BraTS-MET-01149-001,large,False,0,0,1,0.5597704510158045,0.0795046267068776,,/Users/hwaigc/比赛+课题/ECNU_EYU_data/work_space/G2/results/qc/diffusion_checkpoint_full94_150000_a800_recovery_20260721/automatic_qc/montages/BraTS-MET-01149-001.png,,,,
