synthetic_raw_id,approved_for_training,approved_for_evaluation,reviewer,reason,cleared_review_reasons
BraTS-MET-00694-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00695-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00696-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00697-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00698-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00700-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00700-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00700-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00701-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00702-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00702-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00703-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00704-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00707-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00708-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00708-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00709-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00710-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00711-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00711-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00712-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00712-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00713-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high;z_discontinuity
BraTS-MET-00714-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00714-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00716-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00717-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00719-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00721-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00721-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00722-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00723-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00723-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00723-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00725-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00726-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00727-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00728-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00730-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00730-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00732-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00732-001,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00733-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00734-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00737-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00738-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00738-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00739-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00739-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00740-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00740-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00740-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00741-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00742-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00743-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00744-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00745-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00745-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00746-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00747-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00747-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00749-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00750-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00751-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00752-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00753-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00754-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,z_discontinuity
BraTS-MET-00755-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00756-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00756-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00757-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00758-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00759-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00760-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00761-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00761-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00761-002,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00761-003,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00762-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00763-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00764-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00765-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,z_discontinuity
BraTS-MET-00766-000,false,true,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00767-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00768-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00769-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00770-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00771-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00772-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
BraTS-MET-00773-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00773-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00774-001,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_batch_review+operator_override_acknowledged+downstream_ablation_required,""
BraTS-MET-00775-000,true,false,G2_technical_visual_review_2026-07-18,technical_qc_pass+risk_stratified_visual_review_pass+operator_override_acknowledged+downstream_ablation_required,tiny_ratio_high
