synthetic_raw_id,synthetic_final_id,source_case_id,generation_run_id,generator_name,generator_checkpoint,modality,label_kind,label_channels,rc_policy,noise_type,sampling_method,sampling_steps,eta,crop_size,seed,roi_bbox_available,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max,roi_volume_voxels,lesion_voxels_in_roi,lesion_inside_roi_ratio,nonroi_change_ratio,protected_source_change_ratio,source_seg_change_ratio,brain_mask_overlap_ratio,roi_boundary_mae,roi_boundary_gradient_jump,roi_boundary_p95_jump,z_continuity_score,z_area_smoothness,z_intensity_smoothness,intensity_drift_p1,intensity_drift_p50,intensity_drift_p99,artifact_block_score,et_t1c_contrast_ratio,snfh_t2f_contrast_ratio,snfh_t2w_contrast_ratio,cross_modality_roi_corr,label_modality_alignment_score,source_synth_roi_ssim,label_source_seg_dice,teacher_model,teacher_lesion_count_diff,manual_visual_score,quality_grade,diffusion_quality_decision,diffusion_quality_reason
BraTS-MET-00593-000,BraTS-MET-00593-000,BraTS-MET-00593-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,247,277,153,215,61,74,24180,19847,1.0,,0.0,0.0,1.0,,,,0.9038068950176239,0.848240852355957,0.9593729376792908,,,,,1.6461856365203857,0.9609428644180298,0.9689708948135376,-0.0220291883218318,1.1920331319173176,,0.5606642976285445,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00593-001,BraTS-MET-00593-001,BraTS-MET-00593-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,59,197,22,166,20,85,1291680,7302,1.0,,0.0,0.0,1.0,,,,0.7496423721313477,0.5717810392379761,0.9275037050247192,,,,,1.9934930801391602,1.093519687652588,1.0260406732559204,-0.007911850119241096,1.3710178136825562,,0.4513255567338282,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00594-000,BraTS-MET-00594-000,BraTS-MET-00594-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,143,272,105,296,20,75,1355145,31829,1.0,,0.0,0.0,1.0,,,,0.8071489036083221,0.69405597448349,0.9202418327331543,,,,,2.0483927726745605,1.0669910907745361,1.0484081506729126,-0.04878777606447817,1.3879306713740032,,0.2788157361092335,not_run,,,A,accepted_for_training,
BraTS-MET-00594-001,BraTS-MET-00594-001,BraTS-MET-00594-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,89,169,70,165,9,79,532000,31935,1.0,,0.0,0.0,1.0,,,,0.8723285794258118,0.7951950430870056,0.9494621157646179,,,,,1.3866873979568481,0.9987341165542603,1.01176917552948,0.010875526463842766,1.132396896680196,,0.2853691275167785,not_run,,,A,accepted_for_training,
BraTS-MET-00595-001,BraTS-MET-00595-001,BraTS-MET-00595-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,99,207,87,210,36,74,504792,6082,1.0,,0.0,0.0,1.0,,,,0.8240549266338348,0.6975011825561523,0.9506086707115173,,,,,1.3833166360855103,1.1764055490493774,0.9833499193191528,-0.0650383537089233,1.1810240348180134,,0.5025236981410809,not_run,,,A,accepted_for_training,
BraTS-MET-00595-002,BraTS-MET-00595-002,BraTS-MET-00595-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,73,180,53,203,45,96,818550,7217,1.0,,0.0,0.0,1.0,,,,0.8204769194126129,0.7140872478485107,0.9268665909767151,,,,,1.4997828006744385,1.1157324314117432,0.9428271055221558,-0.1925970281203984,1.1861141125361125,,0.5642096886501542,not_run,,,A,accepted_for_training,
BraTS-MET-00595-003,BraTS-MET-00595-003,BraTS-MET-00595-003,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,67,206,45,206,28,94,1477014,155302,1.0,,0.0,0.0,1.0,,,,0.919872522354126,0.8716213703155518,0.9681236743927002,,,,,1.7831828594207764,1.217198371887207,1.1630775928497314,0.08774074969709311,1.3878196080525715,,0.37044809477091606,not_run,,,A,accepted_for_training,
BraTS-MET-00596-000,BraTS-MET-00596-000,BraTS-MET-00596-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,89,180,71,100,16,76,158340,316,1.0,,0.0,0.0,1.0,,,,0.6811137199401855,0.47727274894714355,0.8849546909332275,,,,,1.6332573890686035,,,0.06799659174946977,1.6332573890686035,,1.0,not_run,,,A,accepted_for_training,
BraTS-MET-00596-001,BraTS-MET-00596-001,BraTS-MET-00596-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,71,76,123,127,58,61,60,33,1.0,,0.0,0.0,1.0,,,,0.6099352538585663,0.3181818127632141,0.9016886949539185,,,,,1.3712780475616455,,,-0.07482448174757218,1.3712780475616455,,1.0,not_run,,,A,accepted_for_training,
BraTS-MET-00597-000,BraTS-MET-00597-000,BraTS-MET-00597-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,90,224,62,195,62,87,445550,25935,1.0,,0.0,0.0,1.0,,,,0.8375928699970245,0.7229256629943848,0.9522600769996643,,,,,2.3278398513793945,1.2934359312057495,1.27659010887146,0.08784218921988622,1.632621963818868,,0.13772304599145513,not_run,,,A,accepted_for_training,
BraTS-MET-00598-000,BraTS-MET-00598-000,BraTS-MET-00598-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,82,184,45,106,32,79,292434,2696,1.0,,0.0,0.0,1.0,,,,0.7542638182640076,0.6009702682495117,0.9075573682785034,,,,,1.5971360206604004,1.045932650566101,0.9802776575088501,-0.012239088739980197,1.2077821095784504,,0.48921266461193613,not_run,,,A,accepted_for_training,
BraTS-MET-00598-001,BraTS-MET-00598-001,BraTS-MET-00598-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,84,124,21,98,25,71,141680,2858,1.0,,0.0,0.0,1.0,,,,0.7828667163848877,0.6482670307159424,0.917466402053833,,,,,1.5937952995300293,1.0208966732025146,0.8617020845413208,0.02695642417726768,1.1587980190912883,,0.44589450788471996,not_run,,,A,accepted_for_training,
BraTS-MET-00599-000,BraTS-MET-00599-000,BraTS-MET-00599-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,93,177,82,180,16,81,535080,9604,1.0,,0.0,0.0,1.0,,,,0.8868741989135742,0.8232142925262451,0.9505341053009033,,,,,1.569685697555542,1.0874124765396118,1.0587878227233887,0.22808076523946422,1.238628665606181,,0.38777908343125733,not_run,,,A,accepted_for_training,
BraTS-MET-00599-001,BraTS-MET-00599-001,BraTS-MET-00599-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,81,178,62,178,16,86,787640,9397,1.0,,0.0,0.0,1.0,,,,0.8142760396003723,0.6827389001846313,0.9458131790161133,,,,,1.465766191482544,1.1320773363113403,1.144385576248169,0.08817222806331841,1.247409701347351,,0.24273024777933613,not_run,,,A,accepted_for_training,
BraTS-MET-00599-002,BraTS-MET-00599-002,BraTS-MET-00599-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,63,201,45,198,32,109,1625778,39648,1.0,,0.0,0.0,1.0,,,,0.8241761922836304,0.6989630460739136,0.9493893384933472,,,,,1.9714950323104858,1.1958467960357666,1.0852627754211426,-0.0006521016538727683,1.417534867922465,,0.20548565221327056,not_run,,,A,accepted_for_training,
BraTS-MET-00599-003,BraTS-MET-00599-003,BraTS-MET-00599-003,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,85,194,39,200,18,82,1123136,50021,1.0,,0.0,0.0,1.0,,,,0.8165992200374603,0.6932804584503174,0.9399179816246033,,,,,2.0605266094207764,1.089771032333374,1.0089260339736938,-0.07391289963078347,1.3864078919092815,,0.11710456975080931,not_run,,,A,accepted_for_training,
BraTS-MET-00600-000,BraTS-MET-00600-000,BraTS-MET-00600-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,89,94,106,110,51,55,80,121,1.0,,0.0,0.0,1.0,,,,0.5722316801548004,0.3015872836112976,0.8428760766983032,,,,,1.1974146366119385,1.2205582857131958,0.9842861294746399,0.10787243439708176,1.1340863505999248,,0.5153374233128835,not_run,,,A,accepted_for_training,
BraTS-MET-00601-000,BraTS-MET-00601-000,BraTS-MET-00601-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,100,175,12,128,31,64,287100,18027,1.0,,0.0,0.0,1.0,,,,0.8058207929134369,0.7038403749465942,0.9078012108802795,,,,,1.9406418800354004,1.1197965145111084,1.0709447860717773,0.2994617913673376,1.377127726872762,,0.3168067226890756,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00601-001,BraTS-MET-00601-001,BraTS-MET-00601-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,115,185,66,124,44,77,133980,16598,1.0,,0.0,0.0,1.0,,,,0.8379378616809845,0.7672351002693176,0.9086406230926514,,,,,2.6575565338134766,1.0117727518081665,1.0233478546142578,-0.04236913338059476,1.564225713411967,,0.3040768366200061,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00601-002,BraTS-MET-00601-002,BraTS-MET-00601-002,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,77,214,69,178,17,89,1075176,15093,1.0,,0.0,0.0,1.0,,,,0.734411895275116,0.5505659580230713,0.9182578325271606,,,,,2.020432233810425,1.3133465051651,1.1648330688476562,0.2021481338587986,1.4995372692743938,,0.2546400693842151,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00602-000,BraTS-MET-00602-000,BraTS-MET-00602-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,60,188,42,172,11,64,881920,7376,1.0,,0.0,0.0,1.0,,,,0.7713578045368195,0.6235628128051758,0.9191527962684631,,,,,1.7810466289520264,1.154456615447998,1.013474702835083,0.07571922238813501,1.3163259824117024,,0.7286046712057227,not_run,,,A,accepted_for_training,
BraTS-MET-00602-001,BraTS-MET-00602-001,BraTS-MET-00602-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,64,151,37,156,31,84,548709,40596,1.0,,0.0,0.0,1.0,,,,0.8387584984302521,0.7434210777282715,0.9340959191322327,,,,,1.6927714347839355,1.0623371601104736,0.9581479430198669,-0.032170127827601,1.2377521793047588,,0.19781585723164344,not_run,,,A,accepted_for_training,
BraTS-MET-00603-000,BraTS-MET-00603-000,BraTS-MET-00603-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,60,89,149,174,37,52,10875,4708,1.0,,0.0,0.0,1.0,,,,0.8829627633094788,0.7989500761032104,0.9669754505157471,,,,,2.882272243499756,1.485548496246338,1.217203974723816,-0.00034194266310366705,1.8616749048233032,,0.898069046225863,not_run,,,A,accepted_for_training,
BraTS-MET-00604-000,BraTS-MET-00604-000,BraTS-MET-00604-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,142,248,113,266,16,64,778464,18831,1.0,,0.0,0.0,1.0,,,,0.7853505909442902,0.6368361711502075,0.9338650107383728,,,,,1.6726903915405273,0.9675251841545105,0.9488964080810547,-0.045602078326896944,1.1963706612586975,,0.32568684982662044,not_run,,,A,accepted_for_training,
BraTS-MET-00605-000,BraTS-MET-00605-000,BraTS-MET-00605-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,139,263,141,265,35,88,814928,630,1.0,,0.0,0.0,1.0,,,,0.6713555157184601,0.4415584206581116,0.9011526107788086,,,,,1.4935578107833862,1.2776591777801514,1.1172823905944824,0.08102186703415103,1.29616645971934,,0.6956521739130435,not_run,,,A,accepted_for_training,
BraTS-MET-00606-000,BraTS-MET-00606-000,BraTS-MET-00606-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,118,125,99,106,29,35,294,515,1.0,,0.0,0.0,1.0,,,,0.7470517456531525,0.5532847046852112,0.9408187866210938,,,,,1.5012840032577515,1.0190072059631348,0.8615006804466248,-0.03962929226215692,1.1272639632225037,,0.42024539877300615,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00607-000,BraTS-MET-00607-000,BraTS-MET-00607-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,70,201,36,150,25,112,1299258,1881,1.0,,0.0,0.0,1.0,,,,0.7040520906448364,0.5102288722991943,0.8978753089904785,,,,,1.4100182056427002,1.2024174928665161,0.9972838759422302,-0.11225734147909854,1.2032398581504822,,0.7575957727873184,not_run,,,A,accepted_for_training,
BraTS-MET-00608-000,BraTS-MET-00608-000,BraTS-MET-00608-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,196,227,106,133,24,36,10044,7099,1.0,,0.0,0.0,1.0,,,,0.8219065070152283,0.7278648614883423,0.9159481525421143,,,,,1.5436649322509766,1.0232452154159546,0.9758145213127136,-0.1811584021303375,1.1809082229932149,,0.7870140965399401,not_run,,,A,accepted_for_training,
BraTS-MET-00609-000,BraTS-MET-00609-000,BraTS-MET-00609-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,82,177,67,182,19,86,731975,55392,1.0,,0.0,0.0,1.0,,,,0.8926364481449127,0.8171032071113586,0.9681696891784668,,,,,1.411566138267517,1.0846272706985474,1.0580711364746094,-0.04846074847844798,1.1847548484802246,,0.19210809752276511,not_run,,,A,accepted_for_training,
BraTS-MET-00610-000,BraTS-MET-00610-000,BraTS-MET-00610-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,96,169,51,171,37,91,473040,4443,1.0,,0.0,0.0,1.0,,,,0.843139261007309,0.7292768955230713,0.9570016264915466,,,,,1.2177292108535767,1.288016676902771,1.0464601516723633,0.39346812286286625,1.1840686798095703,,0.5917591125198098,not_run,,,A,accepted_for_training,
BraTS-MET-00611-000,BraTS-MET-00611-000,BraTS-MET-00611-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,125,166,70,118,48,79,61008,3015,1.0,,0.0,0.0,1.0,,,,0.7878107726573944,0.6507121920585632,0.9249093532562256,,,,,1.6681596040725708,1.2048431634902954,0.9660273194313049,-0.04791882894355959,1.2796766956647236,,0.8085358624777712,not_run,,,A,accepted_for_training,
BraTS-MET-00612-000,BraTS-MET-00612-000,BraTS-MET-00612-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,89,146,53,96,22,92,171570,28546,1.0,,0.0,0.0,1.0,,,,0.8746249377727509,0.8015588521957397,0.947691023349762,,,,,2.3420729637145996,1.0235073566436768,0.9657756090164185,-0.0381112922473991,1.443785309791565,,0.3925444153503956,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00614-000,BraTS-MET-00614-000,BraTS-MET-00614-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,88,125,84,106,61,73,9768,1217,1.0,,0.0,0.0,1.0,,,,0.7085940539836884,0.5903737545013428,0.8268143534660339,,,,,1.7280685901641846,1.0582069158554077,1.017771601676941,-0.038920836150157394,1.268015702565511,,0.3729946524064171,not_run,,,A,accepted_for_training,
BraTS-MET-00615-000,BraTS-MET-00615-000,BraTS-MET-00615-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,84,183,55,88,19,45,84942,357,1.0,,0.0,0.0,1.0,,,,0.667525976896286,0.4701298475265503,0.8649221062660217,,,,,1.531854510307312,1.055467963218689,0.9596514105796814,0.09319184209933618,1.1823246280352275,,0.6578947368421053,not_run,,,A,accepted_for_training,
BraTS-MET-00616-000,BraTS-MET-00616-000,BraTS-MET-00616-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,76,162,178,191,53,87,38012,1463,1.0,,0.0,0.0,1.0,,,,0.7576341927051544,0.6258503198623657,0.8894180655479431,,,,,1.7010549306869507,1.0951088666915894,0.942843496799469,-0.00512867060396117,1.246335764726003,,0.6428571428571429,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00617-000,BraTS-MET-00617-000,BraTS-MET-00617-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,124,269,133,264,24,77,1006735,695,1.0,,0.0,0.0,1.0,,,,0.6173615157604218,0.4505494236946106,0.7841736078262329,,,,,1.456066370010376,1.3102009296417236,1.0687472820281982,-0.012941943385620047,1.2783381938934326,,0.5945399393326593,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00619-000,BraTS-MET-00619-000,BraTS-MET-00619-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,107,161,78,187,25,68,253098,393,1.0,,0.0,0.0,1.0,,,,0.7233753800392151,0.5959271192550659,0.8508236408233643,,,,,1.2208518981933594,1.000861644744873,1.0189290046691895,0.1813989587072775,1.0802141825358074,,0.8835227272727273,not_run,,,A,accepted_for_training,
BraTS-MET-00621-000,BraTS-MET-00621-000,BraTS-MET-00621-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,73,170,49,208,24,81,879111,830,1.0,,0.0,0.0,1.0,,,,0.5756401717662811,0.2982456684112549,0.8530346751213074,,,,,1.4362455606460571,1.03679358959198,0.9910295009613037,0.04318104016386958,1.1546895503997803,,0.561525129982669,not_run,,,A,accepted_for_evaluation,
BraTS-MET-00622-000,BraTS-MET-00622-000,BraTS-MET-00622-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,141,174,152,183,62,76,14322,17749,1.0,,0.0,0.0,1.0,,,,0.8474123179912567,0.7494518756866455,0.9453727602958679,,,,,1.8046417236328125,0.9340250492095947,0.9092786312103271,-0.08454220526883599,1.2159818013509114,,0.5334435034083866,not_run,,,A,accepted_for_training,
BraTS-MET-00623-001,BraTS-MET-00623-001,BraTS-MET-00623-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,107,157,96,123,57,88,41850,650,1.0,,0.0,0.0,1.0,,,,0.7077045738697052,0.48899370431900024,0.9264154434204102,,,,,1.5628650188446045,1.0132803916931152,1.045304536819458,-0.1400415174922169,1.2071499824523926,,0.3930778739184178,not_run,,,A,accepted_for_training,
BraTS-MET-00624-000,BraTS-MET-00624-000,BraTS-MET-00624-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,127,159,69,170,24,77,171296,550,1.0,,0.0,0.0,1.0,,,,0.7075969576835632,0.510481595993042,0.9047123193740845,,,,,1.1892746686935425,1.0822124481201172,1.0286098718643188,0.41501833312369274,1.1000323295593262,,0.7818383167220376,not_run,,,A,accepted_for_training,
BraTS-MET-00626-000,BraTS-MET-00626-000,BraTS-MET-00626-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,80,181,59,200,69,89,284820,7394,1.0,,0.0,0.0,1.0,,,,0.8429326117038727,0.7313275337219238,0.9545376896858215,,,,,2.202619791030884,0.8916787505149841,0.9835125207901001,0.0016880736147180293,1.3592703541119893,,0.34604630354546473,not_run,,,A,accepted_for_training,
BraTS-MET-00626-001,BraTS-MET-00626-001,BraTS-MET-00626-001,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,69,134,114,126,93,100,5460,5308,1.0,,0.0,0.0,1.0,,,,0.7099792957305908,0.5046783685684204,0.9152802228927612,,,,,2.1538407802581787,1.141231656074524,1.0965896844863892,-0.027940771730471714,1.463887373606364,,0.10191310566779903,not_run,,,A,accepted_for_training,
BraTS-MET-00627-000,BraTS-MET-00627-000,BraTS-MET-00627-000,run_3104668,g1_missing_t2w_v3,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/training/bbdm/bbdm_3056245/check_points/model_111105.pt,multi_modal,completion,0,,,,,,,42,True,228,238,149,158,26,31,450,419,1.0,,0.0,0.0,1.0,,,,0.5839908123016357,0.399350643157959,0.7686309814453125,,,,,1.7227437496185303,1.045055866241455,1.0131402015686035,0.14235495578732457,1.2603132724761963,,0.7107692307692308,not_run,,,A,accepted_for_training,
